League;Date;Get;Pay;Value;Confidence
Phrecia;2025-04-05;Chromatic Orb;Chaos Orb;0.09417;High
Phrecia;2025-04-06;Chromatic Orb;Chaos Orb;0.09585;High
Phrecia;2025-04-07;Chromatic Orb;Chaos Orb;0.09829;High
Phrecia;2025-04-08;Chromatic Orb;Chaos Orb;0.09501;High
Phrecia;2025-04-09;Chromatic Orb;Chaos Orb;0.09736;High
Phrecia;2025-04-10;Chromatic Orb;Chaos Orb;0.09911;High
Phrecia;2025-04-11;Chromatic Orb;Chaos Orb;0.09702;High
Phrecia;2025-04-12;Chromatic Orb;Chaos Orb;0.09912;High
Phrecia;2025-04-13;Chromatic Orb;Chaos Orb;0.09873;High
Phrecia;2025-04-14;Chromatic Orb;Chaos Orb;0.09599;High
Phrecia;2025-04-15;Chromatic Orb;Chaos Orb;0.09508;High
Phrecia;2025-04-16;Chromatic Orb;Chaos Orb;0.0936;High
Phrecia;2025-04-17;Chromatic Orb;Chaos Orb;0.09055;High
Phrecia;2025-04-18;Chromatic Orb;Chaos Orb;0.08704;High
Phrecia;2025-04-19;Chromatic Orb;Chaos Orb;0.0816;High
Phrecia;2025-04-20;Chromatic Orb;Chaos Orb;0.08187;High
Phrecia;2025-04-21;Chromatic Orb;Chaos Orb;0.08208;High
Phrecia;2025-04-22;Chromatic Orb;Chaos Orb;0.08195;High
Phrecia;2025-04-23;Chromatic Orb;Chaos Orb;0.0852;High
Phrecia;2025-02-20;Orb of Transmutation;Chaos Orb;1;Low
Phrecia;2025-02-21;Orb of Transmutation;Chaos Orb;0.13523;High
Phrecia;2025-02-22;Orb of Transmutation;Chaos Orb;0.06667;High
Phrecia;2025-02-23;Orb of Transmutation;Chaos Orb;0.0625;High
Phrecia;2025-02-24;Orb of Transmutation;Chaos Orb;0.0625;High
Phrecia;2025-02-25;Orb of Transmutation;Chaos Orb;0.05845;High
Phrecia;2025-02-26;Orb of Transmutation;Chaos Orb;0.05026;High
Phrecia;2025-02-27;Orb of Transmutation;Chaos Orb;0.05;High
Phrecia;2025-02-28;Orb of Transmutation;Chaos Orb;0.05;High
Phrecia;2025-03-01;Orb of Transmutation;Chaos Orb;0.05;High
Phrecia;2025-03-02;Orb of Transmutation;Chaos Orb;0.0478;High
Phrecia;2025-03-03;Orb of Transmutation;Chaos Orb;0.04067;High
Phrecia;2025-03-04;Orb of Transmutation;Chaos Orb;0.03333;High
Phrecia;2025-03-05;Orb of Transmutation;Chaos Orb;0.03333;High
Phrecia;2025-03-06;Orb of Transmutation;Chaos Orb;0.03333;High
Phrecia;2025-03-07;Orb of Transmutation;Chaos Orb;0.03226;High
Phrecia;2025-03-08;Orb of Transmutation;Chaos Orb;0.02695;High
Phrecia;2025-03-09;Orb of Transmutation;Chaos Orb;0.02703;High
Phrecia;2025-03-10;Orb of Transmutation;Chaos Orb;0.02703;High
Phrecia;2025-03-11;Orb of Transmutation;Chaos Orb;0.0245;High
Phrecia;2025-03-12;Orb of Transmutation;Chaos Orb;0.0225;High
Phrecia;2025-03-13;Orb of Transmutation;Chaos Orb;0.02083;High
Phrecia;2025-03-14;Orb of Transmutation;Chaos Orb;0.02;High
Phrecia;2025-03-15;Orb of Transmutation;Chaos Orb;0.02;High
Phrecia;2025-03-16;Orb of Transmutation;Chaos Orb;0.02;High
Phrecia;2025-03-17;Orb of Transmutation;Chaos Orb;0.02;High
Phrecia;2025-03-18;Orb of Transmutation;Chaos Orb;0.02;High
Phrecia;2025-03-19;Orb of Transmutation;Chaos Orb;0.01991;High
Phrecia;2025-03-20;Orb of Transmutation;Chaos Orb;0.02;High
Phrecia;2025-03-21;Orb of Transmutation;Chaos Orb;0.01999;High
Phrecia;2025-03-22;Orb of Transmutation;Chaos Orb;0.02;High
Phrecia;2025-03-23;Orb of Transmutation;Chaos Orb;0.02;High
Phrecia;2025-03-24;Orb of Transmutation;Chaos Orb;0.01953;High
Phrecia;2025-03-25;Orb of Transmutation;Chaos Orb;0.01931;High
Phrecia;2025-03-26;Orb of Transmutation;Chaos Orb;0.01871;High
Phrecia;2025-03-27;Orb of Transmutation;Chaos Orb;0.01805;High
Phrecia;2025-03-28;Orb of Transmutation;Chaos Orb;0.01783;High
Phrecia;2025-03-29;Orb of Transmutation;Chaos Orb;0.01713;High
Phrecia;2025-03-30;Orb of Transmutation;Chaos Orb;0.01693;High
Phrecia;2025-03-31;Orb of Transmutation;Chaos Orb;0.01667;High
Phrecia;2025-04-01;Orb of Transmutation;Chaos Orb;0.01844;High
Phrecia;2025-04-02;Orb of Transmutation;Chaos Orb;0.01852;High
Phrecia;2025-04-03;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-04-04;Orb of Transmutation;Chaos Orb;0.01755;High
Phrecia;2025-04-05;Orb of Transmutation;Chaos Orb;0.0177;High
Phrecia;2025-04-06;Orb of Transmutation;Chaos Orb;0.01751;High
Phrecia;2025-04-07;Orb of Transmutation;Chaos Orb;0.01717;High
Phrecia;2025-04-08;Orb of Transmutation;Chaos Orb;0.01751;High
Phrecia;2025-04-09;Orb of Transmutation;Chaos Orb;0.01725;High
Phrecia;2025-04-10;Orb of Transmutation;Chaos Orb;0.01667;High
Phrecia;2025-04-11;Orb of Transmutation;Chaos Orb;0.01667;High
Phrecia;2025-04-12;Orb of Transmutation;Chaos Orb;0.01667;High
Phrecia;2025-04-13;Orb of Transmutation;Chaos Orb;0.01667;High
Phrecia;2025-04-14;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-04-15;Orb of Transmutation;Chaos Orb;0.01845;High
Phrecia;2025-04-16;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-04-17;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-04-18;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-04-19;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-04-20;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-04-21;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-04-22;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-04-23;Orb of Transmutation;Chaos Orb;0.01818;High
Phrecia;2025-02-20;Orb of Fusing;Chaos Orb;1;Low
Phrecia;2025-02-21;Orb of Fusing;Chaos Orb;0.2;High
Phrecia;2025-02-22;Orb of Fusing;Chaos Orb;0.25;High
Phrecia;2025-02-23;Orb of Fusing;Chaos Orb;0.31154;High
Phrecia;2025-02-24;Orb of Fusing;Chaos Orb;0.30375;High
Phrecia;2025-02-25;Orb of Fusing;Chaos Orb;0.27943;High
Phrecia;2025-02-26;Orb of Fusing;Chaos Orb;0.222;High
Phrecia;2025-02-27;Orb of Fusing;Chaos Orb;0.1872;High
Phrecia;2025-02-28;Orb of Fusing;Chaos Orb;0.17273;High
Phrecia;2025-03-01;Orb of Fusing;Chaos Orb;0.1625;High
Phrecia;2025-03-02;Orb of Fusing;Chaos Orb;0.15897;High
Phrecia;2025-03-03;Orb of Fusing;Chaos Orb;0.13605;High
Phrecia;2025-03-04;Orb of Fusing;Chaos Orb;0.12667;High
Phrecia;2025-03-05;Orb of Fusing;Chaos Orb;0.12201;High
Phrecia;2025-03-06;Orb of Fusing;Chaos Orb;0.11319;High
Phrecia;2025-03-07;Orb of Fusing;Chaos Orb;0.10842;High
Phrecia;2025-03-08;Orb of Fusing;Chaos Orb;0.10437;High
Phrecia;2025-03-09;Orb of Fusing;Chaos Orb;0.10579;High
Phrecia;2025-03-10;Orb of Fusing;Chaos Orb;0.10645;High
Phrecia;2025-03-11;Orb of Fusing;Chaos Orb;0.10145;High
Phrecia;2025-03-12;Orb of Fusing;Chaos Orb;0.09978;High
Phrecia;2025-03-13;Orb of Fusing;Chaos Orb;0.09818;High
Phrecia;2025-03-14;Orb of Fusing;Chaos Orb;0.09851;High
Phrecia;2025-03-15;Orb of Fusing;Chaos Orb;0.09685;High
Phrecia;2025-03-16;Orb of Fusing;Chaos Orb;0.0944;High
Phrecia;2025-03-17;Orb of Fusing;Chaos Orb;0.0944;High
Phrecia;2025-03-18;Orb of Fusing;Chaos Orb;0.0944;High
Phrecia;2025-03-19;Orb of Fusing;Chaos Orb;0.09481;High
Phrecia;2025-03-20;Orb of Fusing;Chaos Orb;0.09524;High
Phrecia;2025-03-21;Orb of Fusing;Chaos Orb;0.09499;High
Phrecia;2025-03-22;Orb of Fusing;Chaos Orb;0.0944;High
Phrecia;2025-03-23;Orb of Fusing;Chaos Orb;0.0944;High
Phrecia;2025-03-24;Orb of Fusing;Chaos Orb;0.0944;High
Phrecia;2025-03-25;Orb of Fusing;Chaos Orb;0.09426;High
Phrecia;2025-03-26;Orb of Fusing;Chaos Orb;0.09175;High
Phrecia;2025-03-27;Orb of Fusing;Chaos Orb;0.08947;High
Phrecia;2025-03-28;Orb of Fusing;Chaos Orb;0.08885;High
Phrecia;2025-03-29;Orb of Fusing;Chaos Orb;0.09145;High
Phrecia;2025-03-30;Orb of Fusing;Chaos Orb;0.09145;High
Phrecia;2025-03-31;Orb of Fusing;Chaos Orb;0.09263;High
Phrecia;2025-04-01;Orb of Fusing;Chaos Orb;0.09263;High
Phrecia;2025-04-02;Orb of Fusing;Chaos Orb;0.09263;High
Phrecia;2025-04-03;Orb of Fusing;Chaos Orb;0.09322;High
Phrecia;2025-04-04;Orb of Fusing;Chaos Orb;0.09796;High
Phrecia;2025-04-05;Orb of Fusing;Chaos Orb;0.09896;High
Phrecia;2025-04-06;Orb of Fusing;Chaos Orb;0.1;High
Phrecia;2025-04-07;Orb of Fusing;Chaos Orb;0.10308;High
Phrecia;2025-04-08;Orb of Fusing;Chaos Orb;0.09987;High
Phrecia;2025-04-09;Orb of Fusing;Chaos Orb;0.09976;High
Phrecia;2025-04-10;Orb of Fusing;Chaos Orb;0.1008;High
Phrecia;2025-04-11;Orb of Fusing;Chaos Orb;0.09702;High
Phrecia;2025-04-12;Orb of Fusing;Chaos Orb;0.09639;High
Phrecia;2025-04-13;Orb of Fusing;Chaos Orb;0.0945;High
Phrecia;2025-04-14;Orb of Fusing;Chaos Orb;0.0943;High
Phrecia;2025-04-15;Orb of Fusing;Chaos Orb;0.09135;High
Phrecia;2025-04-16;Orb of Fusing;Chaos Orb;0.08801;High
Phrecia;2025-04-17;Orb of Fusing;Chaos Orb;0.08524;High
Phrecia;2025-04-18;Orb of Fusing;Chaos Orb;0.0819;High
Phrecia;2025-04-19;Orb of Fusing;Chaos Orb;0.0756;High
Phrecia;2025-04-20;Orb of Fusing;Chaos Orb;0.0756;High
Phrecia;2025-04-21;Orb of Fusing;Chaos Orb;0.0756;High
Phrecia;2025-04-22;Orb of Fusing;Chaos Orb;0.07636;High
Phrecia;2025-04-23;Orb of Fusing;Chaos Orb;0.07608;High
Phrecia;2025-02-20;Orb of Regret;Chaos Orb;1;Low
Phrecia;2025-02-21;Orb of Regret;Chaos Orb;0.5;High
Phrecia;2025-02-22;Orb of Regret;Chaos Orb;0.9;High
Phrecia;2025-02-23;Orb of Regret;Chaos Orb;0.8;High
Phrecia;2025-02-24;Orb of Regret;Chaos Orb;0.625;High
Phrecia;2025-02-25;Orb of Regret;Chaos Orb;0.5;High
Phrecia;2025-02-26;Orb of Regret;Chaos Orb;0.425;High
Phrecia;2025-02-27;Orb of Regret;Chaos Orb;0.37269;High
Phrecia;2025-02-28;Orb of Regret;Chaos Orb;0.325;High
Phrecia;2025-03-01;Orb of Regret;Chaos Orb;0.3;High
Phrecia;2025-03-02;Orb of Regret;Chaos Orb;0.29801;High
Phrecia;2025-03-03;Orb of Regret;Chaos Orb;0.2963;High
Phrecia;2025-03-04;Orb of Regret;Chaos Orb;0.28333;High
Phrecia;2025-03-05;Orb of Regret;Chaos Orb;0.25;High
Phrecia;2025-03-06;Orb of Regret;Chaos Orb;0.25;High
Phrecia;2025-03-07;Orb of Regret;Chaos Orb;0.225;High
Phrecia;2025-03-08;Orb of Regret;Chaos Orb;0.225;High
Phrecia;2025-03-09;Orb of Regret;Chaos Orb;0.22;High
Phrecia;2025-03-10;Orb of Regret;Chaos Orb;0.21969;High
Phrecia;2025-03-11;Orb of Regret;Chaos Orb;0.2;High
Phrecia;2025-03-12;Orb of Regret;Chaos Orb;0.2;High
Phrecia;2025-03-13;Orb of Regret;Chaos Orb;0.2;High
Phrecia;2025-03-14;Orb of Regret;Chaos Orb;0.199;High
Phrecia;2025-03-15;Orb of Regret;Chaos Orb;0.195;High
Phrecia;2025-03-16;Orb of Regret;Chaos Orb;0.19;High
Phrecia;2025-03-17;Orb of Regret;Chaos Orb;0.18575;High
Phrecia;2025-03-18;Orb of Regret;Chaos Orb;0.17574;High
Phrecia;2025-03-19;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-20;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-21;Orb of Regret;Chaos Orb;0.16143;High
Phrecia;2025-03-22;Orb of Regret;Chaos Orb;0.161;High
Phrecia;2025-03-23;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-24;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-25;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-26;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-27;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-28;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-29;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-30;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-03-31;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-04-01;Orb of Regret;Chaos Orb;0.175;High
Phrecia;2025-04-02;Orb of Regret;Chaos Orb;0.18018;High
Phrecia;2025-04-03;Orb of Regret;Chaos Orb;0.177;High
Phrecia;2025-04-04;Orb of Regret;Chaos Orb;0.17238;High
Phrecia;2025-04-05;Orb of Regret;Chaos Orb;0.17544;High
Phrecia;2025-04-06;Orb of Regret;Chaos Orb;0.17618;High
Phrecia;2025-04-07;Orb of Regret;Chaos Orb;0.18374;High
Phrecia;2025-04-08;Orb of Regret;Chaos Orb;0.18384;High
Phrecia;2025-04-09;Orb of Regret;Chaos Orb;0.1753;High
Phrecia;2025-04-10;Orb of Regret;Chaos Orb;0.17887;High
Phrecia;2025-04-11;Orb of Regret;Chaos Orb;0.18214;High
Phrecia;2025-04-12;Orb of Regret;Chaos Orb;0.18101;High
Phrecia;2025-04-13;Orb of Regret;Chaos Orb;0.18693;High
Phrecia;2025-04-14;Orb of Regret;Chaos Orb;0.18625;High
Phrecia;2025-04-15;Orb of Regret;Chaos Orb;0.18159;High
Phrecia;2025-04-16;Orb of Regret;Chaos Orb;0.18693;High
Phrecia;2025-04-17;Orb of Regret;Chaos Orb;0.18894;High
Phrecia;2025-04-18;Orb of Regret;Chaos Orb;0.33368;High
Phrecia;2025-04-19;Orb of Regret;Chaos Orb;0.1704;High
Phrecia;2025-04-20;Orb of Regret;Chaos Orb;0.15648;High
Phrecia;2025-04-21;Orb of Regret;Chaos Orb;0.1572;High
Phrecia;2025-04-22;Orb of Regret;Chaos Orb;0.15552;High
Phrecia;2025-04-23;Orb of Regret;Chaos Orb;0.15504;High
Phrecia;2025-02-20;Orb of Alteration;Chaos Orb;0.33333;High
Phrecia;2025-02-21;Orb of Alteration;Chaos Orb;0.05556;High
Phrecia;2025-02-22;Orb of Alteration;Chaos Orb;0.11111;High
Phrecia;2025-02-23;Orb of Alteration;Chaos Orb;0.14286;High
Phrecia;2025-02-24;Orb of Alteration;Chaos Orb;0.18182;High
Phrecia;2025-02-25;Orb of Alteration;Chaos Orb;0.2;High
Phrecia;2025-02-26;Orb of Alteration;Chaos Orb;0.24669;High
Phrecia;2025-02-27;Orb of Alteration;Chaos Orb;0.24;High
Phrecia;2025-02-28;Orb of Alteration;Chaos Orb;0.19596;High
Phrecia;2025-03-01;Orb of Alteration;Chaos Orb;0.1937;High
Phrecia;2025-03-02;Orb of Alteration;Chaos Orb;0.2058;High
Phrecia;2025-03-03;Orb of Alteration;Chaos Orb;0.20592;High
Phrecia;2025-03-04;Orb of Alteration;Chaos Orb;0.2002;High
Phrecia;2025-03-05;Orb of Alteration;Chaos Orb;0.19422;High
Phrecia;2025-03-06;Orb of Alteration;Chaos Orb;0.1825;High
Phrecia;2025-03-07;Orb of Alteration;Chaos Orb;0.16428;High
Phrecia;2025-03-08;Orb of Alteration;Chaos Orb;0.16023;High
Phrecia;2025-03-09;Orb of Alteration;Chaos Orb;0.15595;High
Phrecia;2025-03-10;Orb of Alteration;Chaos Orb;0.15;High
Phrecia;2025-03-11;Orb of Alteration;Chaos Orb;0.1245;High
Phrecia;2025-03-12;Orb of Alteration;Chaos Orb;0.12245;High
Phrecia;2025-03-13;Orb of Alteration;Chaos Orb;0.12089;High
Phrecia;2025-03-14;Orb of Alteration;Chaos Orb;0.12194;High
Phrecia;2025-03-15;Orb of Alteration;Chaos Orb;0.12243;High
Phrecia;2025-03-16;Orb of Alteration;Chaos Orb;0.12304;High
Phrecia;2025-03-17;Orb of Alteration;Chaos Orb;0.1232;High
Phrecia;2025-03-18;Orb of Alteration;Chaos Orb;0.12304;High
Phrecia;2025-03-19;Orb of Alteration;Chaos Orb;0.12345;High
Phrecia;2025-03-20;Orb of Alteration;Chaos Orb;0.1243;High
Phrecia;2025-03-21;Orb of Alteration;Chaos Orb;0.12397;High
Phrecia;2025-03-22;Orb of Alteration;Chaos Orb;0.1232;High
Phrecia;2025-03-23;Orb of Alteration;Chaos Orb;0.1232;High
Phrecia;2025-03-24;Orb of Alteration;Chaos Orb;0.1232;High
Phrecia;2025-03-25;Orb of Alteration;Chaos Orb;0.12302;High
Phrecia;2025-03-26;Orb of Alteration;Chaos Orb;0.11974;High
Phrecia;2025-03-27;Orb of Alteration;Chaos Orb;0.11677;High
Phrecia;2025-03-28;Orb of Alteration;Chaos Orb;0.11596;High
Phrecia;2025-03-29;Orb of Alteration;Chaos Orb;0.11935;High
Phrecia;2025-03-30;Orb of Alteration;Chaos Orb;0.11935;High
Phrecia;2025-03-31;Orb of Alteration;Chaos Orb;0.12043;High
Phrecia;2025-04-01;Orb of Alteration;Chaos Orb;0.12089;High
Phrecia;2025-04-02;Orb of Alteration;Chaos Orb;0.12089;High
Phrecia;2025-04-03;Orb of Alteration;Chaos Orb;0.12166;High
Phrecia;2025-04-04;Orb of Alteration;Chaos Orb;0.12166;High
Phrecia;2025-04-05;Orb of Alteration;Chaos Orb;0.1229;High
Phrecia;2025-04-06;Orb of Alteration;Chaos Orb;0.12509;High
Phrecia;2025-04-07;Orb of Alteration;Chaos Orb;0.12828;High
Phrecia;2025-04-08;Orb of Alteration;Chaos Orb;0.12399;High
Phrecia;2025-04-09;Orb of Alteration;Chaos Orb;0.1232;High
Phrecia;2025-04-10;Orb of Alteration;Chaos Orb;0.1232;High
Phrecia;2025-04-11;Orb of Alteration;Chaos Orb;0.11858;High
Phrecia;2025-04-12;Orb of Alteration;Chaos Orb;0.11781;High
Phrecia;2025-04-13;Orb of Alteration;Chaos Orb;0.11902;High
Phrecia;2025-04-14;Orb of Alteration;Chaos Orb;0.12297;High
Phrecia;2025-04-15;Orb of Alteration;Chaos Orb;0.12035;High
Phrecia;2025-04-16;Orb of Alteration;Chaos Orb;0.11595;High
Phrecia;2025-04-17;Orb of Alteration;Chaos Orb;0.1123;High
Phrecia;2025-04-18;Orb of Alteration;Chaos Orb;0.1079;High
Phrecia;2025-04-19;Orb of Alteration;Chaos Orb;0.09791;High
Phrecia;2025-04-20;Orb of Alteration;Chaos Orb;0.09768;High
Phrecia;2025-04-21;Orb of Alteration;Chaos Orb;0.0924;High
Phrecia;2025-04-22;Orb of Alteration;Chaos Orb;0.09356;High
Phrecia;2025-04-23;Orb of Alteration;Chaos Orb;0.0996;High
Phrecia;2025-02-20;Armourer's Scrap;Chaos Orb;1;Medium
Phrecia;2025-02-21;Armourer's Scrap;Chaos Orb;0.25;High
Phrecia;2025-02-22;Armourer's Scrap;Chaos Orb;0.25;High
Phrecia;2025-02-23;Armourer's Scrap;Chaos Orb;0.25;High
Phrecia;2025-02-24;Armourer's Scrap;Chaos Orb;0.25;High
Phrecia;2025-02-25;Armourer's Scrap;Chaos Orb;0.24288;High
Phrecia;2025-02-26;Armourer's Scrap;Chaos Orb;0.22222;High
Phrecia;2025-02-27;Armourer's Scrap;Chaos Orb;0.2;High
Phrecia;2025-02-28;Armourer's Scrap;Chaos Orb;0.2;High
Phrecia;2025-03-01;Armourer's Scrap;Chaos Orb;0.2;High
Phrecia;2025-03-02;Armourer's Scrap;Chaos Orb;0.2;High
Phrecia;2025-03-03;Armourer's Scrap;Chaos Orb;0.2;High
Phrecia;2025-03-04;Armourer's Scrap;Chaos Orb;0.2;High
Phrecia;2025-03-05;Armourer's Scrap;Chaos Orb;0.2;High
Phrecia;2025-03-06;Armourer's Scrap;Chaos Orb;0.1996;High
Phrecia;2025-03-07;Armourer's Scrap;Chaos Orb;0.19528;High
Phrecia;2025-03-08;Armourer's Scrap;Chaos Orb;0.19512;High
Phrecia;2025-03-09;Armourer's Scrap;Chaos Orb;0.1875;High
Phrecia;2025-03-10;Armourer's Scrap;Chaos Orb;0.18119;High
Phrecia;2025-03-11;Armourer's Scrap;Chaos Orb;0.175;High
Phrecia;2025-03-12;Armourer's Scrap;Chaos Orb;0.17157;High
Phrecia;2025-03-13;Armourer's Scrap;Chaos Orb;0.16667;High
Phrecia;2025-03-14;Armourer's Scrap;Chaos Orb;0.16667;High
Phrecia;2025-03-15;Armourer's Scrap;Chaos Orb;0.16667;High
Phrecia;2025-03-16;Armourer's Scrap;Chaos Orb;0.16172;High
Phrecia;2025-03-17;Armourer's Scrap;Chaos Orb;0.16125;High
Phrecia;2025-03-18;Armourer's Scrap;Chaos Orb;0.16129;High
Phrecia;2025-03-19;Armourer's Scrap;Chaos Orb;0.16116;High
Phrecia;2025-03-20;Armourer's Scrap;Chaos Orb;0.16532;High
Phrecia;2025-03-21;Armourer's Scrap;Chaos Orb;0.16329;High
Phrecia;2025-03-22;Armourer's Scrap;Chaos Orb;0.16594;High
Phrecia;2025-03-23;Armourer's Scrap;Chaos Orb;0.16667;High
Phrecia;2025-03-24;Armourer's Scrap;Chaos Orb;0.17391;High
Phrecia;2025-03-25;Armourer's Scrap;Chaos Orb;0.17029;High
Phrecia;2025-03-26;Armourer's Scrap;Chaos Orb;0.17348;High
Phrecia;2025-03-27;Armourer's Scrap;Chaos Orb;0.17106;High
Phrecia;2025-03-28;Armourer's Scrap;Chaos Orb;0.17424;High
Phrecia;2025-03-29;Armourer's Scrap;Chaos Orb;0.17333;High
Phrecia;2025-03-30;Armourer's Scrap;Chaos Orb;0.17029;High
Phrecia;2025-03-31;Armourer's Scrap;Chaos Orb;0.16667;High
Phrecia;2025-04-01;Armourer's Scrap;Chaos Orb;0.17267;High
Phrecia;2025-04-02;Armourer's Scrap;Chaos Orb;0.16812;High
Phrecia;2025-04-03;Armourer's Scrap;Chaos Orb;0.16667;High
Phrecia;2025-04-04;Armourer's Scrap;Chaos Orb;0.16957;High
Phrecia;2025-04-05;Armourer's Scrap;Chaos Orb;0.17011;High
Phrecia;2025-04-06;Armourer's Scrap;Chaos Orb;0.16896;High
Phrecia;2025-04-07;Armourer's Scrap;Chaos Orb;0.17355;High
Phrecia;2025-04-08;Armourer's Scrap;Chaos Orb;0.18664;High
Phrecia;2025-04-09;Armourer's Scrap;Chaos Orb;0.19745;High
Phrecia;2025-04-10;Armourer's Scrap;Chaos Orb;0.19822;High
Phrecia;2025-04-11;Armourer's Scrap;Chaos Orb;0.19846;High
Phrecia;2025-04-12;Armourer's Scrap;Chaos Orb;0.1983;High
Phrecia;2025-04-13;Armourer's Scrap;Chaos Orb;0.19668;High
Phrecia;2025-04-14;Armourer's Scrap;Chaos Orb;0.19668;High
Phrecia;2025-04-15;Armourer's Scrap;Chaos Orb;0.19209;High
Phrecia;2025-04-16;Armourer's Scrap;Chaos Orb;0.19201;High
Phrecia;2025-04-17;Armourer's Scrap;Chaos Orb;0.19205;High
Phrecia;2025-04-18;Armourer's Scrap;Chaos Orb;0.19213;High
Phrecia;2025-04-19;Armourer's Scrap;Chaos Orb;0.19213;High
Phrecia;2025-04-20;Armourer's Scrap;Chaos Orb;0.19616;High
Phrecia;2025-04-21;Armourer's Scrap;Chaos Orb;0.19539;High
Phrecia;2025-04-22;Armourer's Scrap;Chaos Orb;0.19692;High
