League;Date;Get;Pay;Value;Confidence
Keepers;2025-12-10;Chromatic Orb;Chaos Orb;0.1206;High
Keepers;2025-12-11;Chromatic Orb;Chaos Orb;0.12372;High
Keepers;2025-12-12;Chromatic Orb;Chaos Orb;0.12395;High
Keepers;2025-12-13;Chromatic Orb;Chaos Orb;0.125;High
Keepers;2025-12-14;Chromatic Orb;Chaos Orb;0.11826;High
Keepers;2025-12-15;Chromatic Orb;Chaos Orb;0.11111;High
Keepers;2025-12-16;Chromatic Orb;Chaos Orb;0.11745;High
Keepers;2025-12-17;Chromatic Orb;Chaos Orb;0.11658;High
Keepers;2025-12-18;Chromatic Orb;Chaos Orb;0.11281;High
Keepers;2025-12-19;Chromatic Orb;Chaos Orb;0.11111;High
Keepers;2025-12-20;Chromatic Orb;Chaos Orb;0.11156;High
Keepers;2025-12-21;Chromatic Orb;Chaos Orb;0.11111;High
Keepers;2025-12-22;Chromatic Orb;Chaos Orb;0.11111;High
Keepers;2025-12-23;Chromatic Orb;Chaos Orb;0.11;High
Keepers;2025-12-24;Chromatic Orb;Chaos Orb;0.10385;High
Keepers;2025-12-25;Chromatic Orb;Chaos Orb;0.1005;High
Keepers;2025-12-26;Chromatic Orb;Chaos Orb;0.10254;High
Keepers;2025-12-27;Chromatic Orb;Chaos Orb;0.10231;High
Keepers;2025-12-28;Chromatic Orb;Chaos Orb;0.10224;High
Keepers;2025-12-29;Chromatic Orb;Chaos Orb;0.10437;High
Keepers;2025-12-30;Chromatic Orb;Chaos Orb;0.10274;High
Keepers;2025-12-31;Chromatic Orb;Chaos Orb;0.10249;High
Keepers;2026-01-01;Chromatic Orb;Chaos Orb;0.10167;High
Keepers;2026-01-02;Chromatic Orb;Chaos Orb;0.10225;High
Keepers;2026-01-03;Chromatic Orb;Chaos Orb;0.1;High
Keepers;2026-01-04;Chromatic Orb;Chaos Orb;0.10785;High
Keepers;2026-01-05;Chromatic Orb;Chaos Orb;0.1005;High
Keepers;2026-01-06;Chromatic Orb;Chaos Orb;0.10563;High
Keepers;2026-01-07;Chromatic Orb;Chaos Orb;0.1;High
Keepers;2026-01-08;Chromatic Orb;Chaos Orb;0.09731;High
Keepers;2026-01-09;Chromatic Orb;Chaos Orb;0.09731;High
Keepers;2026-01-10;Chromatic Orb;Chaos Orb;0.09815;High
Keepers;2026-01-11;Chromatic Orb;Chaos Orb;0.1;High
Keepers;2026-01-12;Chromatic Orb;Chaos Orb;0.09691;High
Keepers;2026-01-13;Chromatic Orb;Chaos Orb;0.09887;High
Keepers;2026-01-14;Chromatic Orb;Chaos Orb;0.09628;High
Keepers;2026-01-15;Chromatic Orb;Chaos Orb;0.09581;High
Keepers;2026-01-16;Chromatic Orb;Chaos Orb;0.09688;High
Keepers;2026-01-17;Chromatic Orb;Chaos Orb;0.0938;High
Keepers;2026-01-18;Chromatic Orb;Chaos Orb;0.09715;High
Keepers;2026-01-19;Chromatic Orb;Chaos Orb;0.09715;High
Keepers;2026-01-20;Chromatic Orb;Chaos Orb;0.09628;High
Keepers;2026-01-21;Chromatic Orb;Chaos Orb;0.09239;High
Keepers;2026-01-22;Chromatic Orb;Chaos Orb;0.09425;High
Keepers;2026-01-23;Chromatic Orb;Chaos Orb;0.09324;High
Keepers;2026-01-24;Chromatic Orb;Chaos Orb;0.09455;High
Keepers;2026-01-25;Chromatic Orb;Chaos Orb;0.0965;High
Keepers;2026-01-26;Chromatic Orb;Chaos Orb;0.0997;High
Keepers;2026-01-27;Chromatic Orb;Chaos Orb;0.11035;High
Keepers;2026-01-28;Chromatic Orb;Chaos Orb;0.11111;High
Keepers;2026-01-29;Chromatic Orb;Chaos Orb;0.11195;High
Keepers;2026-01-30;Chromatic Orb;Chaos Orb;0.11916;High
Keepers;2026-01-31;Chromatic Orb;Chaos Orb;0.11654;High
Keepers;2026-02-01;Chromatic Orb;Chaos Orb;0.11677;High
Keepers;2026-02-02;Chromatic Orb;Chaos Orb;0.11373;High
Keepers;2026-02-03;Chromatic Orb;Chaos Orb;0.11373;High
Keepers;2026-02-04;Chromatic Orb;Chaos Orb;0.11741;High
Keepers;2026-02-05;Chromatic Orb;Chaos Orb;0.11592;High
Keepers;2026-02-06;Chromatic Orb;Chaos Orb;0.11497;High
Keepers;2026-02-07;Chromatic Orb;Chaos Orb;0.11133;High
Keepers;2026-02-08;Chromatic Orb;Chaos Orb;0.11117;High
Keepers;2026-02-09;Chromatic Orb;Chaos Orb;0.1127;High
Keepers;2026-02-10;Chromatic Orb;Chaos Orb;0.11486;High
Keepers;2026-02-11;Chromatic Orb;Chaos Orb;0.11725;High
Keepers;2026-02-12;Chromatic Orb;Chaos Orb;0.11658;High
Keepers;2026-02-13;Chromatic Orb;Chaos Orb;0.11524;High
Keepers;2026-02-14;Chromatic Orb;Chaos Orb;0.11551;High
Keepers;2026-02-15;Chromatic Orb;Chaos Orb;0.11929;High
Keepers;2026-02-16;Chromatic Orb;Chaos Orb;0.1206;High
Keepers;2026-02-17;Chromatic Orb;Chaos Orb;0.12059;High
Keepers;2026-02-18;Chromatic Orb;Chaos Orb;0.04991;High
Keepers;2026-02-19;Chromatic Orb;Chaos Orb;0.09856;High
Keepers;2026-02-20;Chromatic Orb;Chaos Orb;0.12117;High
Keepers;2026-02-21;Chromatic Orb;Chaos Orb;0.14286;High
Keepers;2026-02-22;Chromatic Orb;Chaos Orb;0.14286;High
Keepers;2026-02-23;Chromatic Orb;Chaos Orb;0.1407;High
Keepers;2026-02-24;Chromatic Orb;Chaos Orb;0.14286;High
Keepers;2026-02-25;Chromatic Orb;Chaos Orb;0.14286;High
Keepers;2026-02-26;Chromatic Orb;Chaos Orb;0.14269;High
Keepers;2026-02-27;Chromatic Orb;Chaos Orb;0.13601;High
Keepers;2026-02-28;Chromatic Orb;Chaos Orb;0.13047;High
Keepers;2026-03-01;Chromatic Orb;Chaos Orb;0.1349;High
Keepers;2026-03-02;Chromatic Orb;Chaos Orb;0.14002;High
Keepers;2025-10-31;Glassblower's Bauble;Chaos Orb;1;Low
Keepers;2025-11-01;Glassblower's Bauble;Chaos Orb;1;High
Keepers;2025-11-02;Glassblower's Bauble;Chaos Orb;1;High
Keepers;2025-11-03;Glassblower's Bauble;Chaos Orb;1;High
Keepers;2025-11-04;Glassblower's Bauble;Chaos Orb;1;High
Keepers;2025-11-05;Glassblower's Bauble;Chaos Orb;1.4625;High
Keepers;2025-11-06;Glassblower's Bauble;Chaos Orb;1.41571;High
Keepers;2025-11-07;Glassblower's Bauble;Chaos Orb;1.5;High
Keepers;2025-11-08;Glassblower's Bauble;Chaos Orb;1.46207;High
Keepers;2025-11-09;Glassblower's Bauble;Chaos Orb;1.41414;High
Keepers;2025-11-10;Glassblower's Bauble;Chaos Orb;1.375;High
Keepers;2025-11-11;Glassblower's Bauble;Chaos Orb;1.25;High
Keepers;2025-11-12;Glassblower's Bauble;Chaos Orb;1;High
Keepers;2025-11-13;Glassblower's Bauble;Chaos Orb;1;High
Keepers;2025-11-14;Glassblower's Bauble;Chaos Orb;0.98;High
Keepers;2025-11-15;Glassblower's Bauble;Chaos Orb;0.90965;High
Keepers;2025-11-16;Glassblower's Bauble;Chaos Orb;0.84425;High
Keepers;2025-11-17;Glassblower's Bauble;Chaos Orb;0.77;High
Keepers;2025-11-18;Glassblower's Bauble;Chaos Orb;0.75;High
Keepers;2025-11-19;Glassblower's Bauble;Chaos Orb;0.65751;High
Keepers;2025-11-20;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-11-21;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-11-22;Glassblower's Bauble;Chaos Orb;0.61945;High
Keepers;2025-11-23;Glassblower's Bauble;Chaos Orb;0.6;High
Keepers;2025-11-24;Glassblower's Bauble;Chaos Orb;0.6;High
Keepers;2025-11-25;Glassblower's Bauble;Chaos Orb;0.5885;High
Keepers;2025-11-26;Glassblower's Bauble;Chaos Orb;0.57625;High
Keepers;2025-11-27;Glassblower's Bauble;Chaos Orb;0.5653;High
Keepers;2025-11-28;Glassblower's Bauble;Chaos Orb;0.6;High
Keepers;2025-11-29;Glassblower's Bauble;Chaos Orb;0.59647;High
Keepers;2025-11-30;Glassblower's Bauble;Chaos Orb;0.6;High
Keepers;2025-12-01;Glassblower's Bauble;Chaos Orb;0.6;High
Keepers;2025-12-02;Glassblower's Bauble;Chaos Orb;0.59892;High
Keepers;2025-12-03;Glassblower's Bauble;Chaos Orb;0.58673;High
Keepers;2025-12-04;Glassblower's Bauble;Chaos Orb;0.57632;High
Keepers;2025-12-05;Glassblower's Bauble;Chaos Orb;0.58703;High
Keepers;2025-12-06;Glassblower's Bauble;Chaos Orb;0.58912;High
Keepers;2025-12-07;Glassblower's Bauble;Chaos Orb;0.58603;High
Keepers;2025-12-08;Glassblower's Bauble;Chaos Orb;0.59;High
Keepers;2025-12-09;Glassblower's Bauble;Chaos Orb;0.595;High
Keepers;2025-12-10;Glassblower's Bauble;Chaos Orb;0.6;High
Keepers;2025-12-11;Glassblower's Bauble;Chaos Orb;0.6;High
Keepers;2025-12-12;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-12-13;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-12-14;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-12-15;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-12-16;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-12-17;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-12-18;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-12-19;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-12-20;Glassblower's Bauble;Chaos Orb;0.63333;High
Keepers;2025-12-21;Glassblower's Bauble;Chaos Orb;0.645;High
Keepers;2025-12-22;Glassblower's Bauble;Chaos Orb;0.6425;High
Keepers;2025-12-23;Glassblower's Bauble;Chaos Orb;0.65;High
Keepers;2025-12-24;Glassblower's Bauble;Chaos Orb;0.625;High
Keepers;2025-12-25;Glassblower's Bauble;Chaos Orb;0.64;High
Keepers;2025-12-26;Glassblower's Bauble;Chaos Orb;0.61508;High
Keepers;2025-12-27;Glassblower's Bauble;Chaos Orb;0.60257;High
Keepers;2025-12-28;Glassblower's Bauble;Chaos Orb;0.64167;High
Keepers;2025-12-29;Glassblower's Bauble;Chaos Orb;0.6034;High
Keepers;2025-12-30;Glassblower's Bauble;Chaos Orb;0.57702;High
Keepers;2025-12-31;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-01;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-02;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-03;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-04;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-05;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-06;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-07;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-08;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-09;Glassblower's Bauble;Chaos Orb;0.49689;High
Keepers;2026-01-10;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-11;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-12;Glassblower's Bauble;Chaos Orb;0.50344;High
Keepers;2026-01-13;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-14;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-15;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-16;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-17;Glassblower's Bauble;Chaos Orb;0.51718;High
Keepers;2026-01-18;Glassblower's Bauble;Chaos Orb;0.48271;High
Keepers;2026-01-19;Glassblower's Bauble;Chaos Orb;0.48169;High
Keepers;2026-01-20;Glassblower's Bauble;Chaos Orb;0.48126;High
Keepers;2026-01-21;Glassblower's Bauble;Chaos Orb;0.48126;High
Keepers;2026-01-22;Glassblower's Bauble;Chaos Orb;0.4698;High
Keepers;2026-01-23;Glassblower's Bauble;Chaos Orb;0.46241;High
Keepers;2026-01-24;Glassblower's Bauble;Chaos Orb;0.46241;High
Keepers;2026-01-25;Glassblower's Bauble;Chaos Orb;0.46246;High
Keepers;2026-01-26;Glassblower's Bauble;Chaos Orb;0.46485;High
Keepers;2026-01-27;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-28;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-29;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-01-30;Glassblower's Bauble;Chaos Orb;0.50409;High
Keepers;2026-01-31;Glassblower's Bauble;Chaos Orb;0.50409;High
Keepers;2026-02-01;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-02;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-03;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-04;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-05;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-06;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-07;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-08;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-09;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-10;Glassblower's Bauble;Chaos Orb;0.51905;High
Keepers;2026-02-11;Glassblower's Bauble;Chaos Orb;0.52723;High
Keepers;2026-02-12;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-13;Glassblower's Bauble;Chaos Orb;0.5;High
Keepers;2026-02-14;Glassblower's Bauble;Chaos Orb;0.49804;High
Keepers;2026-02-15;Glassblower's Bauble;Chaos Orb;0.53961;High
Keepers;2026-02-16;Glassblower's Bauble;Chaos Orb;0.55608;High
Keepers;2026-02-17;Glassblower's Bauble;Chaos Orb;0.5634;High
Keepers;2026-02-18;Glassblower's Bauble;Chaos Orb;0.23786;High
Keepers;2026-02-19;Glassblower's Bauble;Chaos Orb;0.4416;High
Keepers;2026-02-20;Glassblower's Bauble;Chaos Orb;0.64408;High
Keepers;2026-02-21;Glassblower's Bauble;Chaos Orb;0.8011;High
Keepers;2026-02-22;Glassblower's Bauble;Chaos Orb;0.8011;High
Keepers;2026-02-23;Glassblower's Bauble;Chaos Orb;0.64407;High
Keepers;2026-02-24;Glassblower's Bauble;Chaos Orb;0.67937;High
Keepers;2026-02-25;Glassblower's Bauble;Chaos Orb;0.65552;High
Keepers;2026-02-26;Glassblower's Bauble;Chaos Orb;0.65552;High
Keepers;2026-02-27;Glassblower's Bauble;Chaos Orb;0.49286;High
Keepers;2026-02-28;Glassblower's Bauble;Chaos Orb;0.67736;High
Keepers;2026-03-01;Glassblower's Bauble;Chaos Orb;0.79482;High
Keepers;2026-03-02;Glassblower's Bauble;Chaos Orb;0.50216;High
Keepers;2025-10-31;Scroll of Wisdom;Chaos Orb;1;Medium
Keepers;2025-11-01;Scroll of Wisdom;Chaos Orb;1;High
Keepers;2025-11-02;Scroll of Wisdom;Chaos Orb;0.31666;High
Keepers;2025-11-03;Scroll of Wisdom;Chaos Orb;0.17;High
Keepers;2025-11-04;Scroll of Wisdom;Chaos Orb;0.425;High
Keepers;2025-11-05;Scroll of Wisdom;Chaos Orb;0.2;High
Keepers;2025-11-06;Scroll of Wisdom;Chaos Orb;0.235;High
Keepers;2025-11-07;Scroll of Wisdom;Chaos Orb;0.2;High
Keepers;2025-11-08;Scroll of Wisdom;Chaos Orb;0.2;High
Keepers;2025-11-09;Scroll of Wisdom;Chaos Orb;0.2;High
Keepers;2025-11-10;Scroll of Wisdom;Chaos Orb;0.2;High
Keepers;2025-11-11;Scroll of Wisdom;Chaos Orb;1;High
Keepers;2025-11-12;Scroll of Wisdom;Chaos Orb;1;High
Keepers;2025-11-13;Scroll of Wisdom;Chaos Orb;1;High
Keepers;2025-11-14;Scroll of Wisdom;Chaos Orb;1;High
Keepers;2025-11-15;Scroll of Wisdom;Chaos Orb;1;High
Keepers;2025-11-16;Scroll of Wisdom;Chaos Orb;0.275;High
Keepers;2025-11-17;Scroll of Wisdom;Chaos Orb;0.25;High
Keepers;2025-11-18;Scroll of Wisdom;Chaos Orb;0.2;High
Keepers;2025-11-19;Scroll of Wisdom;Chaos Orb;0.19099;High
Keepers;2025-11-20;Scroll of Wisdom;Chaos Orb;0.05111;High
Keepers;2025-11-21;Scroll of Wisdom;Chaos Orb;0.04445;High
Keepers;2025-11-22;Scroll of Wisdom;Chaos Orb;0.1718;High
Keepers;2025-11-23;Scroll of Wisdom;Chaos Orb;0.28;High
Keepers;2025-11-24;Scroll of Wisdom;Chaos Orb;0.2;High
Keepers;2025-11-25;Scroll of Wisdom;Chaos Orb;0.19769;High
Keepers;2025-11-26;Scroll of Wisdom;Chaos Orb;0.91923;High
Keepers;2025-11-27;Scroll of Wisdom;Chaos Orb;0.09659;High
Keepers;2025-11-28;Scroll of Wisdom;Chaos Orb;0.0399;High
Keepers;2025-11-29;Scroll of Wisdom;Chaos Orb;0.04154;High
Keepers;2025-11-30;Scroll of Wisdom;Chaos Orb;0.03333;High
Keepers;2025-12-01;Scroll of Wisdom;Chaos Orb;0.02695;High
Keepers;2025-12-02;Scroll of Wisdom;Chaos Orb;0.025;High
Keepers;2025-12-03;Scroll of Wisdom;Chaos Orb;0.02577;High
Keepers;2025-12-04;Scroll of Wisdom;Chaos Orb;0.02571;High
Keepers;2025-12-05;Scroll of Wisdom;Chaos Orb;0.02607;High
Keepers;2025-12-06;Scroll of Wisdom;Chaos Orb;0.02536;High
Keepers;2025-12-07;Scroll of Wisdom;Chaos Orb;0.02477;High
Keepers;2025-12-08;Scroll of Wisdom;Chaos Orb;0.02409;High
Keepers;2025-12-09;Scroll of Wisdom;Chaos Orb;0.02387;High
Keepers;2025-12-10;Scroll of Wisdom;Chaos Orb;0.02432;High
Keepers;2025-12-11;Scroll of Wisdom;Chaos Orb;0.02432;High
Keepers;2025-12-12;Scroll of Wisdom;Chaos Orb;0.02159;High
Keepers;2025-12-13;Scroll of Wisdom;Chaos Orb;0.02083;High
Keepers;2025-12-14;Scroll of Wisdom;Chaos Orb;0.02121;High
Keepers;2025-12-15;Scroll of Wisdom;Chaos Orb;0.01917;High
Keepers;2025-12-16;Scroll of Wisdom;Chaos Orb;0.01709;High
Keepers;2025-12-17;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-18;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-19;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-20;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-21;Scroll of Wisdom;Chaos Orb;0.01665;High
Keepers;2025-12-22;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-23;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-24;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-25;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-26;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-27;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-28;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-29;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-30;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2025-12-31;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2026-01-01;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2026-01-02;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2026-01-03;Scroll of Wisdom;Chaos Orb;0.01499;High
Keepers;2026-01-04;Scroll of Wisdom;Chaos Orb;0.01415;High
Keepers;2026-01-05;Scroll of Wisdom;Chaos Orb;0.01415;High
Keepers;2026-01-06;Scroll of Wisdom;Chaos Orb;0.015;High
Keepers;2026-01-07;Scroll of Wisdom;Chaos Orb;0.015;High
Keepers;2026-01-08;Scroll of Wisdom;Chaos Orb;0.015;High
Keepers;2026-01-09;Scroll of Wisdom;Chaos Orb;0.015;High
Keepers;2026-01-10;Scroll of Wisdom;Chaos Orb;0.01584;High
Keepers;2026-01-11;Scroll of Wisdom;Chaos Orb;0.01;High
Keepers;2026-01-12;Scroll of Wisdom;Chaos Orb;0.01249;High
Keepers;2026-01-13;Scroll of Wisdom;Chaos Orb;0.01166;High
Keepers;2026-01-14;Scroll of Wisdom;Chaos Orb;0.01083;High
Keepers;2026-01-15;Scroll of Wisdom;Chaos Orb;0.01083;High
Keepers;2026-01-16;Scroll of Wisdom;Chaos Orb;0.01083;High
Keepers;2026-01-17;Scroll of Wisdom;Chaos Orb;0.00999;High
Keepers;2026-01-18;Scroll of Wisdom;Chaos Orb;0.01417;High
Keepers;2026-01-19;Scroll of Wisdom;Chaos Orb;0.01333;High
Keepers;2026-01-20;Scroll of Wisdom;Chaos Orb;0.01333;High
Keepers;2026-01-21;Scroll of Wisdom;Chaos Orb;0.01083;High
Keepers;2026-01-22;Scroll of Wisdom;Chaos Orb;0.01;High
Keepers;2026-01-23;Scroll of Wisdom;Chaos Orb;0.01167;High
Keepers;2026-01-24;Scroll of Wisdom;Chaos Orb;0.01953;High
Keepers;2026-01-25;Scroll of Wisdom;Chaos Orb;0.02024;High
Keepers;2026-01-26;Scroll of Wisdom;Chaos Orb;0.02404;High
Keepers;2026-01-27;Scroll of Wisdom;Chaos Orb;0.02416;High
Keepers;2026-01-28;Scroll of Wisdom;Chaos Orb;0.02719;High
Keepers;2026-01-29;Scroll of Wisdom;Chaos Orb;0.02719;High
Keepers;2026-01-30;Scroll of Wisdom;Chaos Orb;0.02635;High
Keepers;2026-01-31;Scroll of Wisdom;Chaos Orb;0.0255;High
Keepers;2026-02-01;Scroll of Wisdom;Chaos Orb;0.02466;High
Keepers;2026-02-02;Scroll of Wisdom;Chaos Orb;0.0255;High
Keepers;2026-02-03;Scroll of Wisdom;Chaos Orb;0.02635;High
Keepers;2026-02-04;Scroll of Wisdom;Chaos Orb;0.02381;High
Keepers;2026-02-05;Scroll of Wisdom;Chaos Orb;0.0231;High
Keepers;2026-02-06;Scroll of Wisdom;Chaos Orb;0.02914;Medium
Keepers;2026-02-07;Scroll of Wisdom;Chaos Orb;0.02914;Medium
Keepers;2026-02-08;Scroll of Wisdom;Chaos Orb;0.01667;High
Keepers;2026-02-09;Scroll of Wisdom;Chaos Orb;0.0125;High
Keepers;2026-02-10;Scroll of Wisdom;Chaos Orb;0.0122;High
Keepers;2026-02-11;Scroll of Wisdom;Chaos Orb;0.0122;High
Keepers;2026-02-12;Scroll of Wisdom;Chaos Orb;0.0119;Medium
Keepers;2026-02-13;Scroll of Wisdom;Chaos Orb;0.00924;High
Keepers;2026-02-14;Scroll of Wisdom;Chaos Orb;0.00952;High
Keepers;2026-02-15;Scroll of Wisdom;Chaos Orb;0.00952;High
Keepers;2026-02-16;Scroll of Wisdom;Chaos Orb;0.01095;High
Keepers;2026-02-17;Scroll of Wisdom;Chaos Orb;0.02381;High
Keepers;2026-02-18;Scroll of Wisdom;Chaos Orb;0.03226;High
Keepers;2026-02-19;Scroll of Wisdom;Chaos Orb;0.03226;High
Keepers;2026-02-20;Scroll of Wisdom;Chaos Orb;0.03226;High
Keepers;2026-02-21;Scroll of Wisdom;Chaos Orb;0.03226;High
Keepers;2026-02-22;Scroll of Wisdom;Chaos Orb;0.0329;High
Keepers;2026-02-23;Scroll of Wisdom;Chaos Orb;0.03269;High
Keepers;2026-02-24;Scroll of Wisdom;Chaos Orb;0.03258;High
Keepers;2026-02-25;Scroll of Wisdom;Chaos Orb;0.03258;High
Keepers;2026-02-26;Scroll of Wisdom;Chaos Orb;0.03226;High
Keepers;2026-02-27;Scroll of Wisdom;Chaos Orb;0.03226;High
Keepers;2026-02-28;Scroll of Wisdom;Chaos Orb;0.03226;High
Keepers;2026-03-01;Scroll of Wisdom;Chaos Orb;0.03226;High
Keepers;2026-03-02;Scroll of Wisdom;Chaos Orb;0.02635;High
Keepers;2025-10-31;Blacksmith's Whetstone;Chaos Orb;1;High
Keepers;2025-11-01;Blacksmith's Whetstone;Chaos Orb;0.54;High
Keepers;2025-11-02;Blacksmith's Whetstone;Chaos Orb;0.32258;High
Keepers;2025-11-03;Blacksmith's Whetstone;Chaos Orb;0.2;High
Keepers;2025-11-04;Blacksmith's Whetstone;Chaos Orb;0.2;High
Keepers;2025-11-05;Blacksmith's Whetstone;Chaos Orb;0.18;High
Keepers;2025-11-06;Blacksmith's Whetstone;Chaos Orb;0.1636;High
Keepers;2025-11-07;Blacksmith's Whetstone;Chaos Orb;0.16543;High
